name,size
3991,ordering.decidable_eq._match_4.equations._eqn_1,1330
3998,list.update_nth._main.equations._eqn_2,1331
4001,list.find_index._main.equations._eqn_1,1337
4003,list.zip_with._main.equations._eqn_1,1343
4014,subtype.eq,1364
4022,option.decidable_eq._sunfold,1383
4030,array.has_mem.equations._eqn_1,1414
4036,nat.decidable_eq._main,1424
4038,nat.bit1_eq_succ_bit0,1426
4060,list.lt.equations._eqn_1,1459
4065,bin_tree.node.inj_arrow,1468
4067,buffer.foreach._main,1469
4073,exists_prop_decidable.equations._eqn_1,1474
4082,list.last,1487
4092,list.has_dec_eq._match_2.equations._eqn_2,1499
4102,list.drop.equations._eqn_3,1508
4103,list.intersperse.equations._eqn_2,1512
4104,list.take._main.equations._eqn_3,1517
4111,list.mmap'._main.equations._eqn_1,1549
4120,string.iterator.remove._main.equations._eqn_1,1567
4128,list.has_decidable_lt._match_1._proof_1,1583
4135,list.span.equations._eqn_1,1601
4140,list.is_prefix_of.equations._eqn_3,1623
4144,dif_ctx_congr,1633
4149,if_ctx_simp_congr_prop,1658
4150,list.mfoldr._main.equations._eqn_1,1661
4155,bool.decidable_eq.equations._eqn_2,1671
4165,io.proc.child.stdin.equations._eqn_1,1708
4175,psigma.has_well_founded._proof_1,1747
4176,lean.is_release,1750
4184,list.mem.equations._eqn_2,1760
4190,list.map_cons,1783
4197,list.unzip._main.equations._eqn_1,1799
4211,list.append._main.equations._eqn_2,1829
4213,eq_ff_eq_not_eq_tt,1832
4214,nat.not_succ_le_self,1833
4221,list.all.equations._eqn_1,1842
4234,string.fold.equations._eqn_1,1869
4236,monad.sequence.equations._eqn_1,1882
4247,string.push.equations._eqn_1,1950
4260,string.iterator.insert._main.equations._eqn_1,1995
4267,nat.bodd_two,2005
4268,setoid.symm,2005
4269,list.ilast._main.equations._eqn_3,2005
4279,list.after.equations._eqn_2,2032
4298,io.fs.rmdir.equations._eqn_1,2102
4304,list.mfirst.equations._eqn_2,2113
4306,list.map_with_index_core._main.equations._eqn_1,2117
4310,get.equations._eqn_1,2131
4318,put.equations._eqn_1,2143
4321,string.iterator.prevn,2165
4324,string.iterator.nextn._main,2165
4331,nat.le_antisymm,2194
4354,list.map_accumr.equations._eqn_2,2330
4356,io.stderr.equations._eqn_1,2337
4384,setoid.mk.sizeof_spec,2420
4392,list.mfoldr.equations._eqn_2,2453
4391,list.mfoldl.equations._eqn_2,2453
4401,psum.sizeof._main.equations._eqn_2,2509
4404,list.partition._main.equations._eqn_2,2510
4408,psum.sizeof.equations._eqn_2,2529
4414,monad_io.sizeof,2535
4412,nat.mul,2535
4417,io.fs.get_line.equations._eqn_1,2552
4422,nat.zero_le,2576
4424,monad.mapm.equations._eqn_1,2616
4442,io.finally.equations._eqn_1,2715
4447,list.map_accumr₂._main.equations._eqn_4,2743
4451,list.nth.equations._eqn_3,2778
4475,nat.decidable_eq._main.equations._eqn_1,2854
4480,monad.sequence._main.equations._eqn_2,2867
4487,dlist.has_sizeof_inst,2899
4488,prod.sizeof._main.equations._eqn_1,2910
4496,reducibility_hints.regular.sizeof_spec,2953
4500,list.filter_map.equations._eqn_2,2967
4511,list.last.equations._eqn_1,3017
4517,sizeof_measure_wf,3033
4518,nat.shiftl'._main,3036
4519,monad_io_net_system.no_confusion,3039
4520,has_well_founded_of_has_sizeof,3040
4527,vector.nil._proof_1,3070
4529,vector.elim._proof_1,3071
4548,int.div2.equations._eqn_1,3134
4551,buffer.pop_back._main,3149
4555,nat.shiftr._sunfold,3201
4561,list.enum.equations._eqn_1,3278
4563,int.nat_abs_eq,3328
4566,list.filter_cons_of_pos,3377
4572,nat.digit_succ,3421
4575,io.fs.get_char._proof_1,3465
4581,list.length_cons,3529
4588,prod.decidable_eq.equations._eqn_1,3587
4598,list.has_subset.equations._eqn_1,3674
4612,string.iterator.to_end.equations._eqn_1,3772
4615,buffer.mem.equations._eqn_1,3835
4620,ordering.decidable_eq._match_1.equations._eqn_2,3874
4630,bin_tree.to_list.equations._eqn_1,3991
4665,string.iterator.prevn._main.equations._eqn_1,4367
4679,nat.exists_eq_succ_of_ne_zero,4529
4684,bool_iff_false,4818
4687,bool_eq_false,4878
4693,nat.mul._main.equations._eqn_1,5121
4695,nat.mul_zero,5157
4698,lean.is_release.equations._eqn_1,5251
4699,psigma.has_well_founded.equations._eqn_1,5256
4702,nat.shiftr.equations._eqn_1,5289
4705,tactic.apply_cfg.mk.inj_arrow,5331
4706,list.sizeof._main.equations._eqn_2,5359
4707,list.sizeof.equations._eqn_2,5374
4714,nat.to_digits,5522
4719,fin.val_zero,5617
4728,tt_band,5904
4737,if_true_right_eq_or,6011
4759,tactic.dunfold_config.sizeof,6280
4762,to_bool_ff,6317
4767,int.test_bit._sunfold,6402
4793,nat.sub.equations._eqn_2,7355
4796,vector.decidable_eq._proof_1,7420
4809,fin.decidable_eq,7779
4810,nat.bit0_ne_zero,7800
4816,option_t.run_bind,7944
4825,fun_info.sizeof,8280
4835,tactic.unfold_config.sizeof,8608
4850,tactic.simp_intros_config.has_sizeof_inst,9088
4858,int.neg_of_nat_eq_sub_nat_nat_zero,9318
4860,ite_eq_tt_distrib,9322
4878,int.has_add,9658
4881,monad_io_file_system.has_sizeof_inst,9685
4885,occurrences.neg.sizeof_spec,9888
4887,int.has_sub,9911
4889,int.le,9960
4898,is_lawful_applicative.comp_map._default,10320
4911,tactic.dsimp_config.max_steps._default,10488
4919,vector.head,10648
4923,buffer.pop_back.equations._eqn_2,10732
4925,nat.shiftl'._main.equations._eqn_2,10982
4928,int.coe_nat_add,11018
4931,nat.to_digits._main.equations._eqn_1,11096
4932,nat.to_digits.equations._eqn_1,11100
4934,monad_io_terminal.mk.sizeof_spec,11456
4947,string.popn_back.equations._eqn_1,12268
4951,expr.coord.code.equations._eqn_1,12379
4957,nat.dvd_mul_right,12803
4998,array.read',14883
5007,nat.bodd_succ,15253
5011,nat.succ_add,15814
5014,int.coe_nat_mul,16029
5027,buffer.append_list._sunfold,17624
5030,ematch_config.max_instances._default.equations._eqn_1,17818
5045,buffer.append_list.equations._eqn_1,19205
5046,monad_io_file_system.mk.inj,19415
5061,int.add.equations._eqn_4,19766
5063,int.of_nat_add_of_nat,19801
5064,int.neg_succ_of_nat_add_neg_succ_of_nat,19802
5072,nat.bit1_succ_eq,20797
5073,monad.mk.sizeof_spec,20868
5087,char.val,23010
5089,char.has_sizeof,23014
5097,vector.head.equations._eqn_2,23367
5104,buffer.push_back._main.equations._eqn_1,23492
5107,int.mul._main.equations._eqn_3,23502
5111,int.neg_succ_of_nat_of_nat,23538
5112,int.add._main.equations._eqn_2,23671
5131,dlist.cons._aux_1,25400
5141,nat.decidable_le._sunfold,26426
5149,nat.one_lt_bit0,27014
5152,vector.cons.equations._eqn_1,27178
5155,buffer.write.equations._eqn_1,27367
5156,nat.div2_succ,27764
5163,list.filter_sublist,29102
5167,dlist.lazy_of_list._aux_1,29509
5171,int.sub_eq_add_neg,29771
5176,name.rec_on,30212
5179,io.fs.put_char.equations._eqn_1,30396
5180,nat.one_lt_bit1,30668
5181,list.decidable_mem._sunfold,30714
5182,reader_t.alternative,30844
5198,vector.tail._sunfold,33013
5202,string.to_char_buffer.equations._eqn_1,33118
5210,nat.div,33888
5226,buffer.append_list._main.equations._eqn_2,36524
5228,expr.coord.has_lt.equations._eqn_1,37158
5231,list.decidable_mem._main.equations._eqn_1,39097
5233,nat.zero_sub,39386
5243,list.bag_inter._main.equations._eqn_2,41013
5253,list.length_repeat,41871
5270,buffer.read'.equations._eqn_1,45128
5276,name.get_prefix,45303
5282,unsigned.has_le,45394
5289,char.has_le,46043
5293,list.has_decidable_lt,46567
5298,vector.of_fn._sunfold,48330
5302,vector.elim._sunfold,49312
5303,smt_pre_config.sizeof,49568
5313,interactive.loc.has_sizeof_inst,50679
5315,nat.zero_lt_one_add,50742
5322,unsigned.decidable_eq,52978
5331,list.bex_cons,58314
5334,list.union.equations._eqn_1,59005
5336,int.has_lt.equations._eqn_1,59058
5339,int.add_one_le_of_lt,59089
5356,list.has_decidable_lt._match_1.equations._eqn_2,65688
5363,vector.map_accumr._sunfold,66792
5368,nat.add_assoc,67112
5378,buffer.write'._main.equations._eqn_1,69848
5395,list.append_assoc,76669
5397,vector.tail.equations._eqn_1,76689
5403,list.nth_le._main.equations._eqn_3,80090
5407,list.mem_append,82612
5409,occurrences.contains._main.equations._eqn_1,83079
5427,int.le.intro_sub,90312
5429,name.get_prefix._main.equations._eqn_1,90613
5430,name.get_prefix._main.equations._eqn_2,90621
5437,vector.elim._match_1.equations._eqn_1,92296
5442,list.has_decidable_lt._main.equations._eqn_2,94596
5445,list.has_decidable_lt.equations._eqn_1,94649
5447,list.has_decidable_lt.equations._eqn_3,94667
5450,nat.bodd_add,96661
5453,nat.lt_ge_by_cases.equations._eqn_1,99048
5455,nat.has_mod.equations._eqn_1,100233
5465,char.is_alpha,103242
5468,vector.nth._main.equations._eqn_1,103765
5478,vector.of_fn._main.equations._eqn_2,108227
5484,nat.add_le_add_left,115543
5491,dlist.concat._sunfold,119978
5494,name.get_prefix._main.equations._eqn_3,120783
5506,vector.eq,131732
5512,nat.div_core.equations._eqn_2,134216
5514,int.rem._main,134274
5518,int.fdiv._sunfold,135896
5525,dlist.append,136167
5548,rsimp.config.mk.sizeof_spec,147273
5550,smt_pre_config.mk.sizeof_spec,148710
5551,nat.shiftl_add,149284
5576,name.mk_numeral.sizeof_spec,175095
5587,nat.le_of_add_le_add_left,185303
5591,name.no_confusion_type,196256
5598,vector.drop._main,204022
5607,list.is_lawful_singleton.equations._eqn_1,210445
5613,vector.map._main.equations._eqn_1,245839
5623,int.div.equations._eqn_3,272120
5626,char.decidable_lt.equations._eqn_1,273203
5628,char.decidable_is_digit,282412
5632,int.fmod.equations._eqn_2,285776
5664,int.quot._main.equations._eqn_2,306524
5671,int.div.equations._eqn_4,307071
5688,io.put_str_ln,345144
5689,io.print_ln,345195
5696,tactic.interactive.case_tag.pi.sizeof_spec,352153
5701,int.sub_nat_self,370907
5702,_private.3275814439.name.components',377898
5709,int.neg_of_nat_add,400931
5714,dlist.append._main.equations._eqn_1,409729
5726,name.mk_string.inj,468080
5742,vector.drop._main.equations._eqn_1,603619
5751,name.no_confusion,664274
5756,list.repr_aux._main,694571
5763,_private.2536046397.to_nat_core._main,745608
5764,string.to_nat,746691
5765,_private.3275814439.name.components'.equations._eqn_1,755805
5766,_private.3275814439.name.components'._main.equations._eqn_1,755805
5767,int.sub_nat_nat_of_le,758783
5776,nat.bit1_val,877069
5781,nat.sub.right_comm,996010
5793,string.iterator.curr.equations._eqn_1,1037065
5792,string.iterator.curr._main.equations._eqn_1,1037065
5802,_private.3275814439.name.components'.equations._eqn_3,1163874
5803,char.decidable_eq._proof_1,1173899
5804,nat.right_distrib,1189305
5810,string.has_decidable_eq._match_3,1224828
5819,unit.has_to_string,1385440
5831,list.repr_aux._main.equations._eqn_3,1389155
5829,list.to_string_aux._main.equations._eqn_3,1389155
5833,list.to_string_aux.equations._eqn_3,1389165
5848,nat.bit_val,1751636
5852,dlist.to_list_concat,1834470
5853,int.neg_eq_neg_one_mul,1847119
5858,ordering.has_repr._match_1,2078233
5869,list.to_string_aux._sunfold,2083023
5871,list.repr_aux._main.equations._eqn_4,2084433
5870,list.to_string_aux._main.equations._eqn_4,2084433
5874,string.to_nat.equations._eqn_1,2240074
5899,nat.test_bit_zero,3132131
5900,nat.left_distrib,3223637
5902,nat.mul_sub_right_distrib,3286948
5907,nat.mul_assoc,3538713
5909,nat.dvd_trans,3664953
5918,option.has_repr._match_1,3810139
5920,option.has_repr,3810150
5942,char.decidable_is_alphanum.equations._eqn_1,4730038
5943,nat.bodd_add_div2,4766616
5945,ordering.has_repr._match_1.equations._eqn_2,4849191
5957,_private.323240743.split_core._main._pack,5061844
5973,list.repr.equations._eqn_2,5551998
5974,std_gen.random_gen,5821164
5978,nat.repr,5935209
5984,unsigned.has_to_string,5995597
5991,nat.succ_mul_succ_eq,6450554
5995,nat.binary_rec._main._pack._proof_2,6584446
6001,char.is_punctuation.equations._eqn_1,8287849
6006,option.has_to_string._match_1.equations._eqn_1,9005895
6008,preorder.cases_on,9698919
6037,nat.dvd_sub,11120647
6063,congr_arg_kind.to_string._main,15586741
6069,is_lawful_functor.drec,16627453
6076,std_gen.random_gen.equations._eqn_1,17463492
6078,binder_info.has_repr,17664625
6081,nat.repr.equations._eqn_1,17805628
6082,nat.has_repr.equations._eqn_1,17805633
6084,fin.has_repr.equations._eqn_1,17806086
6100,format.color.to_string._main.equations._eqn_7,22167859
6111,is_lawful_monad.map_pure._default.equations._eqn_1,22185506
6116,name.to_string,22798467
6132,pure_id_seq,27715200
6133,partial_order.cases_on,29096881
6139,expr.coord.repr._main,30480681
6149,congr_arg_kind.to_string._main.equations._eqn_4,32558923
6150,expr.address.to_string,32562921
6160,is_lawful_applicative.drec,33256813
6165,char.decidable_is_punctuation.equations._eqn_1,34106585
6171,congr_arg_kind.to_string._main.equations._eqn_6,37062050
6173,binder_info.has_repr._match_1.equations._eqn_1,37753714
6176,lt_iff_le_not_le,38795622
6179,std_gen.has_repr.equations._eqn_1,39792663
6196,name.to_string_with_sep._main.equations._eqn_1,48715516
6200,string.quote_aux._main.equations._eqn_1,50819133
6205,int.mul_assoc,55243022
6217,expr.coord.repr._main.equations._eqn_5,64771438
6230,preorder.mk.inj,67892514
6245,string.quote.equations._eqn_1,80406520
6246,string.has_repr.equations._eqn_1,80406525
6259,expr.coord.has_repr.equations._eqn_1,91442049
6268,le_of_eq_or_lt,111537951
6274,gt_irrefl,164882058
6275,ne_of_lt,179430551
6277,partial_order.to_preorder,179430662
6284,tactic.interactive.case_tag.to_string._main.equations._eqn_2,223382968
6288,tactic.interactive.case_tag.has_to_string.equations._eqn_1,256277028
6295,gt_of_gt_of_ge,310366276
6310,decidable_lt_of_decidable_le._main.equations._eqn_1,853507537
6321,lt_of_le_of_ne,1362703045
6326,decidable_eq_of_decidable_le._sunfold,2604169526
6333,eq.decidable.equations._eqn_1,3418877440
6344,linear_order.mk.sizeof_spec,9117019716
6360,nat.sub_pos_of_lt,43180862312
6362,nat.pos_of_dvd_of_pos,43267235205
6365,nat.lt_add_right,43393213622
6370,nat.sub_lt_of_pos_le,43393267912
6381,vector.remove_nth._main._proof_1,43394244502
6394,d_array.rev_iterate._proof_1,86228718337
6403,_private.830922505.mod_core_congr,86255734277
6413,array.rev_iterate,86296613997
6418,buffer.foldl._main,86296614260
6451,buffer.take_right,86512280710
6452,nat.pred_inj,86534237195
6461,nat.mod_eq_sub_mod,129375612425
6463,nat.add_mod_right,129377066047
6467,nat.add_mul_mod_self_left,129380345186
6468,nat.sub_mul_mod,129380617722
6470,nat.add_mul_mod_self_right,129382225585
6472,nat.dvd_antisymm,129852257998
6479,buffer.take.equations._eqn_1,130182459814
6502,d_array.beq_aux._main.equations._eqn_2,172719321915
6526,buffer.foldl._main.equations._eqn_1,258889842620
6531,buffer.iterate._main.equations._eqn_1,258889843636
6539,nat.zero_mod,259146298879
6546,buffer.append.equations._eqn_1,260553621215
6552,lt_of_not_ge,340195271082
6554,nat.find_min,352558548948
6567,buffer.append.equations._eqn_2,390830432792
6571,nat.strong_rec_on.equations._eqn_1,393754137500
6578,nat.mul_lt_mul,475292638046
6579,buffer.append_array._main.equations._eqn_2,521107152502
6580,buffer.append_array.equations._eqn_2,521107152637
6591,nat.dvd_mod_iff,692165531534
6599,nat.mul_div_cancel',1080679179973
6604,lt_trichotomy,1405614452525
6606,int.sub_nat_nat_add,1967392646622
6609,int.add_assoc_aux2,2010716516340
6615,nat.div_mul_le_self,2445380104680
6625,nat.decidable_dvd.equations._eqn_1,3242038059644
6637,nat.gcd._main,3245886155706
6639,int.gcd,3245886155784
6647,fin.mod._sunfold,3505133988392
6649,unsigned.has_mod,3505134033518
6650,nat.div_le_self,3720430027577
6653,fin.div._main,3763823265770
6657,_private.4071477653.rand_nat_aux._match_1,3763823937913
6663,rand_bool,3763824656707
6667,nat.div_one,3981349128020
6669,nat.div_lt_self,4374436460215
6670,lt_by_cases._proof_1,4718433883503
6671,nat.mod_le,4746474271037
6679,nat.gcd._main.equations._eqn_1,6491772312132
6681,_private.3948363753.mlt,6535261556062
6683,fin.has_add,6535261557352
6695,fin.sub._sunfold,6535261561675
6709,le_max_left,7868553540550
6714,le_min,8166311087236
6716,d_array.of_beq_aux_eq_tt,8737790469225
6719,int.distrib_right,9519369691120
6721,fin.of_nat.equations._eqn_1,9737656947498
6749,io_rand_nat.equations._eqn_1,11291491428866
6753,nat.bits,13723475208361
6772,int.neg_eq_of_add_eq_zero,17879850842423
6775,int.le_of_coe_nat_le_coe_nat,17879850956708
6789,fin.add.equations._eqn_1,19605784671839
6806,min_eq_left,24159009561012
6810,int.neg_mul_eq_mul_neg,27399208908247
6811,int.mul_neg_eq_neg_mul_symm,27399208929663
6825,int.coe_nat_lt_coe_nat_of_lt,35759702994059
6827,int.lt_of_coe_nat_lt_coe_nat,35759703013965
6836,nat.binary_rec.equations._eqn_1,41170432213517
6843,int.add_le_add_left,53639551543919
6873,int.le_sub_one_of_lt,71519403663900
6876,int.le_of_sub_nonpos,71519403709527
6882,int.neg_add_le_left_of_le_add,71519405168263
6887,fin.mul_def,71887877755041
6890,max_eq_right_of_lt,72007347674682
6892,nat.bitwise.equations._eqn_1,82340851256227
6911,min_assoc,103113646986943
6925,int.ldiff._sunfold,109787801675570
6926,int.mul_pos,125158955615388
6928,int.le_of_neg_le_neg,125158957023632
6940,min_left_comm,150833653538125
6939,max_left_comm,150833653538125
6942,nat.gcd_def,159264180537395
6963,int.lor.equations._eqn_3,247022553769724
6966,int.lor.equations._eqn_1,247022553770036
6971,int.ldiff.equations._eqn_4,247022553770066
6983,int.land.equations._eqn_2,247022553770294
6989,int.ldiff.equations._eqn_1,247022553770522
6990,int.lt_iff_le_not_le,286120877411164
6995,int.to_nat_sub,305324851986908
7011,int.lt_add_of_sub_left_lt,429159683888510
7016,int.sub_left_lt_of_lt_add,429159684692777
7020,int.lt_of_add_lt_add_left,447039532593296
7032,int.le_of_sub_one_lt,518558937657265
7034,vector.map₂.equations._eqn_1,524742321108496
7037,int.neg_lt_neg,840439516778859
7053,int.mul_neg_of_neg_of_pos,1002517076380743
7063,int.add_le_add,2503438556421026
7068,int.sub_le_sub,2628597513378130
7070,int.mul_lt_mul_of_neg_left,2738194528283399
7073,int.lt_add_of_le_of_pos,2861079102863232
7074,int.add_lt_add_of_lt_of_le,2861079103233961
7076,int.add_neg_of_nonpos_of_neg,2861079103417507
7075,int.add_pos_of_nonneg_of_pos,2861079103417507
7077,int.add_neg_of_neg_of_nonpos,2861079103915416
7084,int.neg_ne_of_pos,3290238570142060
7100,int.mul_nonpos_of_nonneg_of_nonpos,22567952754121292
7104,int.mul_nonneg_of_nonpos_of_nonpos,22873069114121563
7107,int.mul_self_lt_mul_self,28416428807348858
